Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,9,14,0
1,8,0,0,10,14,-1
1,9,0,0,9,14,-1
0,9,1,1,8,14,-1
1,10,1,1,7,14,-1
1,11,1,0,8,14,-1
1,12,1,0,7,14,-1
0,12,2,0,8,14,-1
0,12,3,0,9,14,-1
2,12,2,0,9,13,-1
1,13,2,0,9,14,-1
1,14,2,1,10,14,-1
3,13,2,0,10,13,-1
3,12,2,0,10,12,-1
3,11,2,0,10,11,-1
3,10,2,0,10,10,-1
2,10,1,0,11,10,-1
2,10,0,0,12,10,-1
0,10,1,0,13,10,-1
0,10,2,0,13,11,-1
2,10,1,1,14,11,-1
3,9,1,0,14,10,-1
2,9,0,0,13,10,-1
3,8,0,0,14,11,-1
3,7,0,0,13,12,-1
3,6,0,0,14,12,-1
1,7,0,0,13,13,-1
1,8,0,0,12,13,-1
0,8,1,0,12,12,-1
1,9,1,0,12,11,-1
2,9,0,0,12,10,-1
3,8,0,0,12,11,-1
1,9,0,0,12,10,-1
0,9,1,1,12,9,-1
0,9,2,1,12,8,-1
3,8,2,1,13,8,-1
0,8,3,0,13,7,-1
3,7,3,1,13,8,-1
3,6,3,1,12,7,-1
3,5,3,1,10,7,-1
3,4,3,1,8,7,-1
3,3,3,1,7,7,-1
3,2,3,1,5,7,-1
3,1,3,1,4,6,-1
2,1,2,1,4,5,-1
3,0,2,1,3,5,-1
2,0,1,1,3,4,-1
0,0,2,1,2,3,-1
2,0,1,1,1,2,-1
2,0,0,1,0,1,-1
1,1,0,1,1,1,-1
1,2,0,1,0,0,-1
1,3,0,1,1,0,-1
1,4,0,1,2,0,-1
1,5,0,1,4,0,-1
1,6,0,1,6,0,-101
1,6,0,1,6,0,-101
