Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-865.5646372854002,0,6,0.10514688491821289,-1007.0
-664.8875248098508,1,17,0.4975759983062744,-1018.0
-930.7118593749999,2,3,0.09620809555053711,-1004.0
-865.5646372854002,3,6,0.09601902961730957,-1007.0
-824.8023833194335,4,8,0.12683415412902832,-1009.0
-824.8023833194335,5,8,0.11244702339172363,-1009.0
-953.550625,6,2,0.032011985778808594,-1003.0
-908.4440628906249,7,4,0.061897993087768555,-1005.0
-844.9255213532653,8,7,0.1343379020690918,-1008.0
-619.1828606905551,9,20,0.3377110958099365,-1021.0
-824.8023833194335,10,8,0.3134880065917969,-1009.0
-953.550625,11,2,0.07922697067260742,-1003.0
-886.7329613183592,12,5,0.14310002326965332,-1006.0
-908.4440628906249,13,4,0.06908106803894043,-1005.0
-805.1823237364478,14,9,0.3176121711730957,-1010.0
-824.8023833194335,15,8,0.16399192810058594,-1009.0
-590.5857069439589,16,22,0.41216301918029785,-1023.0
-908.4440628906249,17,4,0.08730101585388184,-1005.0
-886.7329613183592,18,5,0.1505730152130127,-1006.0
-865.5646372854002,19,6,0.08928203582763672,-1007.0
-749.2164103394115,20,12,0.14251208305358887,-1013.0
-886.7329613183592,21,5,0.2189629077911377,-1006.0
-908.4440628906249,22,4,0.0507509708404541,-1005.0
-908.4440628906249,23,4,0.11057615280151367,-1005.0
-805.1823237364478,24,9,0.12704706192016602,-1010.0
