Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-844.9255213532653,0,7,0.07088208198547363,-1008.0
-767.4014465019607,1,11,0.0070760250091552734,-1012.0
-886.7329613183592,2,5,0.003091096878051758,-1006.0
-953.550625,3,2,0.0013628005981445312,-1003.0
-786.0527656430365,4,10,0.005589962005615234,-1011.0
-976.975,5,1,0.00115203857421875,-1002.0
-953.550625,6,2,0.001764059066772461,-1003.0
-908.4440628906249,7,4,0.0023550987243652344,-1005.0
-844.9255213532653,8,7,0.01133108139038086,-1008.0
-844.9255213532653,9,7,0.013220071792602539,-1008.0
-953.550625,10,2,0.0016069412231445312,-1003.0
-767.4014465019607,11,11,0.024266958236694336,-1012.0
-953.550625,12,2,0.0014009475708007812,-1003.0
-953.550625,13,2,0.0013790130615234375,-1003.0
-886.7329613183592,14,5,0.0030519962310791016,-1006.0
-886.7329613183592,15,5,0.003345012664794922,-1006.0
-930.7118593749999,16,3,0.002218961715698242,-1004.0
-844.9255213532653,17,7,0.004369020462036133,-1008.0
-824.8023833194335,18,8,0.004636049270629883,-1009.0
-824.8023833194335,19,8,0.004906892776489258,-1009.0
-886.7329613183592,20,5,0.003409862518310547,-1006.0
-953.550625,21,2,0.0033071041107177734,-1003.0
-908.4440628906249,22,4,0.0048978328704833984,-1005.0
-908.4440628906249,23,4,0.003668069839477539,-1005.0
-976.975,24,1,0.0008590221405029297,-1002.0
