Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,2,0,-1
0,6,2,1,1,-1
2,6,1,1,2,-1
1,7,1,1,1,-1
3,6,1,1,2,-1
1,7,1,1,1,-1
3,6,1,1,2,-1
2,6,0,1,1,-1
1,7,0,1,2,-1
1,8,0,1,1,-1
1,9,0,1,2,-1
1,10,0,1,1,-1
0,10,1,1,2,-1
2,10,0,1,1,-1
0,10,1,1,0,-1
2,10,0,3,0,-1
0,10,1,5,0,-1
0,10,2,7,0,-1
0,10,3,8,0,-1
0,10,4,9,0,-1
0,10,5,9,1,-1
0,10,6,9,3,-1
0,10,7,9,5,-1
0,10,8,9,6,-1
0,10,9,9,6,-1
3,9,9,9,8,-1
3,8,9,8,8,-1
3,7,9,7,8,-1
3,6,9,6,8,-1
0,6,10,8,8,-1
3,5,10,7,8,999
3,5,10,7,8,999
