Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,0,1,-1
1,7,0,1,1,-1
1,8,0,1,2,-1
1,9,0,0,1,-1
1,10,0,1,1,-1
3,9,0,0,1,-1
0,9,1,0,0,-1
0,9,2,1,0,-1
1,10,2,0,0,-1
0,10,3,1,0,-1
0,10,4,1,1,-1
0,10,5,2,1,-1
2,10,4,2,2,-1
3,9,4,3,2,-1
1,10,4,3,3,-1
3,9,4,3,4,-1
2,9,3,4,4,-1
1,10,3,5,4,-1
2,10,2,5,3,-1
0,10,3,5,2,-1
3,9,3,6,2,-1
0,9,4,6,1,-1
3,8,4,7,1,-1
3,7,4,8,1,-1
0,7,5,8,0,-1
3,6,5,9,0,-1
3,5,5,10,0,-1
0,5,6,9,0,-1
3,4,6,8,0,-1
3,3,6,9,0,-1
0,3,7,8,0,-1
0,3,8,9,0,-1
0,3,9,10,0,-1
2,3,8,9,0,-1
2,3,7,8,0,-1
0,3,8,9,0,-1
0,3,9,8,0,-1
0,3,10,9,0,-1
1,4,10,8,0,-1
1,5,10,9,0,999
1,5,10,9,0,999
