Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,7,0
1,8,0,0,1,7,-1
1,9,0,0,2,7,-1
1,10,0,0,1,7,-1
1,11,0,0,2,7,-1
0,11,1,0,1,7,-1
1,12,1,0,1,6,-1
1,13,1,0,0,6,-1
3,12,1,0,1,6,-1
0,12,2,0,1,7,-1
0,12,3,0,1,8,-1
0,12,4,0,1,9,-1
1,13,4,0,1,8,-1
3,12,4,0,1,7,-1
0,12,5,0,1,6,-1
3,11,5,0,0,6,-1
2,11,4,0,0,5,-1
1,12,4,0,0,6,-1
0,12,5,0,1,6,-1
1,13,5,0,1,7,-1
3,12,5,0,2,7,-1
0,12,6,0,3,7,-1
3,11,6,0,4,7,-1
0,11,7,0,5,7,-1
3,10,7,0,4,7,-1
3,9,7,0,4,8,-1
1,10,7,0,4,7,-1
1,11,7,0,5,7,-1
3,10,7,0,5,8,-1
0,10,8,1,7,8,-1
0,10,9,1,8,8,-1
0,10,10,1,10,8,-1
3,9,10,1,10,9,-1
0,9,11,1,10,10,-1
3,8,11,1,9,11,-1
0,8,12,1,8,12,-101
0,8,12,1,8,12,-101
