X,Y
7,0
7,1
8,1
9,1
9,2
9,3
9,4
10,4
10,5
10,6
10,7
10,8
10,9
11,9
11,10
11,11
12,11
12,12
12,13
12,14
11,14
10,14
9,14
8,14
7,14
