Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-649.2653366896044,0,18,1.3418080806732178,-1019.0
-865.5646372854002,1,6,0.344437837600708,-1007.0
-619.1828606905551,2,20,0.7173759937286377,-1021.0
-844.9255213532653,3,7,0.32197093963623047,-1008.0
-886.7329613183592,4,5,0.35491394996643066,-1006.0
-767.4014465019607,5,11,0.461151123046875,-1012.0
-786.0527656430365,6,10,0.45177602767944336,-1011.0
-908.4440628906249,7,4,0.2048780918121338,-1005.0
-953.550625,8,2,0.1651160717010498,-1003.0
-930.7118593749999,9,3,0.1774749755859375,-1004.0
-930.7118593749999,10,3,0.23744487762451172,-1004.0
-908.4440628906249,11,4,0.22392702102661133,-1005.0
-930.7118593749999,12,3,0.19427704811096191,-1004.0
-908.4440628906249,13,4,0.2521328926086426,-1005.0
-664.8875248098508,14,17,0.9851949214935303,-1018.0
-525.1186952135492,15,27,1.8523948192596436,-1028.0
-731.4860000809261,16,13,0.7052829265594482,-1014.0
-844.9255213532653,17,7,0.4698657989501953,-1008.0
-805.1823237364478,18,9,0.39790987968444824,-1010.0
-844.9255213532653,19,7,0.49311089515686035,-1008.0
-537.5576361164607,20,26,1.8658900260925293,-1027.0
-908.4440628906249,21,4,0.44539880752563477,-1005.0
-865.5646372854002,22,6,0.3790299892425537,-1007.0
-953.550625,23,2,0.17166399955749512,-1003.0
-953.550625,24,2,0.17479205131530762,-1003.0
