Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
602.2487176898924,0,19,5.525457859039307,980.0
292.5241974741009,1,45,9.729568004608154,954.0
-207.51043671232128,2,69,23.984599828720093,-1070.0
-731.4860000809261,3,13,2.444556951522827,-1014.0
-786.0527656430365,4,10,1.8261308670043945,-1011.0
540.3923889457899,5,23,7.6248719692230225,976.0
-731.4860000809261,6,13,2.419661045074463,-1014.0
-714.198850078903,7,14,2.206195116043091,-1015.0
-649.2653366896044,8,18,3.4130990505218506,-1019.0
484.49357370122544,9,27,8.147917032241821,972.0
-664.8875248098508,10,17,3.4254310131073,-1018.0
367.17989721311034,11,37,11.613245964050293,962.0
-805.1823237364478,12,9,1.490103006362915,-1010.0
433.9784912644283,13,31,4.56142520904541,968.0
-844.9255213532653,14,7,1.2167980670928955,-1008.0
-634.0337032723642,15,19,3.827954053878784,-1020.0
433.9784912644283,16,31,7.791960000991821,968.0
-749.2164103394115,17,12,2.5266470909118652,-1013.0
433.9784912644283,18,31,7.744112014770508,968.0
570.5376872539538,19,21,5.126572847366333,978.0
-886.7329613183592,20,5,0.9215960502624512,-1006.0
-865.5646372854002,21,6,0.9523789882659912,-1007.0
511.7355147415915,22,25,7.72226881980896,974.0
540.3923889457899,23,23,6.546710014343262,976.0
-537.5576361164607,24,26,4.427076101303101,-1027.0
