Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-39.47295308477175,0,170,3631.5131828784943,-171.0
-39.35462468476197,1,162,3605.562784910202,-163.0
-203.32267579451326,2,70,326.1285209655762,-1071.0
-39.83132256735568,3,215,3600.198737859726,-216.0
-456.7500932927579,4,33,144.35161995887756,-1034.0
-436.17305743642794,5,35,170.20624995231628,-1036.0
-512.9907278332105,6,28,128.21252918243408,-1029.0
-216.21084729764237,7,67,286.11636090278625,-1068.0
-576.82106427036,8,23,104.47101616859436,-1024.0
-39.8930600283122,9,233,3618.5919649600983,-234.0
292.5241974741009,10,45,83.62671494483948,954.0
-501.1659596373802,11,29,114.08663892745972,-1030.0
-380.3397153639466,12,41,149.01728701591492,-1042.0
-9.220814031829295,13,139,1516.2007808685303,860.0
-39.90813126021047,14,239,3604.5657091140747,-240.0
-332.37506104917054,15,47,192.08219289779663,-1048.0
-39.93046258666888,16,250,3607.1166977882385,-251.0
-380.3397153639466,17,41,152.18012499809265,-1042.0
-416.61201272550426,18,37,168.7752649784088,-1038.0
-266.97942029218035,19,57,223.4698040485382,-1058.0
-550.3155242220109,20,25,63.04048418998718,-1026.0
-41.36432819280389,21,259,3159.1836199760437,-1260.0
-199.23960889965042,22,71,335.2357439994812,-1072.0
-332.37506104917054,23,47,183.32555603981018,-1048.0
-35.272857532528434,24,213,2356.457275867462,786.0
