Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,0,1,-1
1,7,0,1,1,-1
0,7,1,1,0,-1
1,8,1,2,0,-1
2,8,0,2,1,-1
0,8,1,2,0,-1
2,8,0,2,1,-1
3,7,0,1,1,-1
3,6,0,1,0,-1
0,6,1,1,1,-1
1,7,1,2,1,-1
1,8,1,2,0,-1
1,9,1,2,1,-1
0,9,2,2,0,-1
3,8,2,1,0,-1
2,8,1,1,1,-1
1,9,1,0,1,-1
1,10,1,0,0,-1
2,10,0,0,1,-1
0,10,1,0,0,-1
0,10,2,1,0,-1
0,10,3,2,0,-1
2,10,2,1,0,-1
0,10,3,0,0,-1
3,9,3,1,0,-1
0,9,4,2,0,-1
3,8,4,2,1,-1
1,9,4,2,2,-1
2,9,3,2,1,-1
1,10,3,2,0,-1
2,10,2,1,0,-1
2,10,1,1,1,-1
2,10,0,1,2,-1
0,10,1,2,2,-1
2,10,0,1,2,-1
0,10,1,1,1,-1
2,10,0,1,2,-1
0,10,1,2,2,-1
2,10,0,2,3,-1
0,10,1,4,3,-1
3,9,1,5,3,-1
1,10,1,7,3,-1
3,9,1,7,2,-1
1,10,1,8,2,-1
2,10,0,10,2,-1
0,10,1,9,2,-1
2,10,0,9,1,-1
0,10,1,10,1,-1001
0,10,1,10,1,-1001
