Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
3,4,0,0,1,-1
0,4,1,0,2,-1
2,4,0,0,3,-1
1,5,0,0,2,-1
1,6,0,0,3,-1
1,7,0,0,2,-1
3,6,0,0,1,-1
3,5,0,0,0,-1
3,4,0,1,0,-1
0,4,1,2,0,-1
2,4,0,1,0,-1
1,5,0,1,1,-1
3,4,0,1,0,-1
1,5,0,0,0,-1
1,6,0,1,0,-1
3,5,0,1,1,-1
0,5,1,0,1,-1
1,6,1,0,0,-1
3,5,1,1,0,-1
2,5,0,0,0,-1
0,5,1,1,0,-1
1,6,1,1,1,-1
1,7,1,1,0,-1
2,7,0,2,0,-1
0,7,1,1,0,-1
2,7,0,1,1,-1
1,8,0,0,1,-1
3,7,0,1,1,-1
3,6,0,1,0,-1
3,5,0,0,0,-1
3,4,0,0,1,-1
0,4,1,0,0,-1
1,5,1,1,0,-1
2,5,0,0,0,-1
1,6,0,0,1,-1
0,6,1,1,1,-1
3,5,1,2,1,-1
0,5,2,1,1,-1
2,5,1,2,1,-1
3,4,1,1,1,-1
2,4,0,2,1,-1
1,5,0,2,0,-1
1,6,0,1,0,-1
0,6,1,0,0,-1
0,6,2,1,0,-1
2,6,1,0,0,-1
1,7,1,0,1,-1
2,7,0,0,0,-1
3,6,0,1,0,-1
3,5,0,2,0,-1
3,4,0,2,1,-1
1,5,0,1,1,-1
3,4,0,1,0,-1
1,5,0,1,1,-1
0,5,1,0,1,-1
1,6,1,0,0,-1
3,5,1,0,1,-1
1,6,1,0,0,-1
3,5,1,1,0,-1
1,6,1,1,1,-1
1,7,1,1,0,-1
3,6,1,1,1,-1
0,6,2,1,0,-1
3,5,2,1,1,-1
2,5,1,2,1,-1
0,5,2,1,1,-1
2,5,1,0,1,-1
3,4,1,1,1,-1
2,4,0,2,1,-1
0,4,1,2,0,-1
1,5,1,2,1,-1
0,5,2,2,0,-1
0,5,3,2,1,-1
1,6,3,2,0,-1
0,6,4,2,1,-1
1,7,4,2,0,-1
0,7,5,1,0,-1
1,8,5,2,0,-1
1,9,5,2,1,-1
1,10,5,2,0,-1
2,10,4,2,1,-1
0,10,5,1,1,-1
0,10,6,1,0,-1
2,10,5,1,1,-1
2,10,4,2,1,-1
0,10,5,1,1,-1
2,10,4,1,0,-1
3,9,4,0,0,-1
2,9,3,0,1,-1
3,8,3,1,1,-1
0,8,4,2,1,-1
1,9,4,2,0,-1
1,10,4,1,0,-1
3,9,4,2,0,-1
3,8,4,1,0,-1
0,8,5,2,0,-1
3,7,5,2,1,-1
0,7,6,1,1,-1
2,7,5,1,0,-1
0,7,6,1,1,-1
0,7,7,1,0,-1
3,6,7,0,0,-1
0,6,8,1,0,-1
0,6,9,2,0,-1
3,5,9,2,1,-1
0,5,10,2,0,999
0,5,10,2,0,999
