Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,6,14,0
3,6,0,0,6,13,-1
0,6,1,0,6,14,-1
0,6,2,0,7,14,-1
2,6,1,0,6,14,-1
0,6,2,0,5,14,-1
1,7,2,0,4,14,-1
0,7,3,0,3,14,-1
3,6,3,0,2,14,-1
1,7,3,0,2,13,-1
3,6,3,0,2,14,-1
0,6,4,0,2,13,-1
3,5,4,0,1,13,-1
0,5,5,0,1,12,-1
1,6,5,0,2,12,-1
3,5,5,0,2,11,-1
2,5,4,0,1,11,-1
3,4,4,1,1,10,-1
1,5,4,1,1,8,-1
1,6,4,1,2,8,-1
1,7,4,1,3,7,-1
1,8,4,1,3,6,-1
1,9,4,1,4,5,-1
1,10,4,1,5,4,-1
1,11,4,1,6,4,-1
1,12,4,1,6,6,-1
1,13,4,1,7,7,-1
2,13,3,1,8,6,-1
2,13,2,1,9,5,-1
1,14,2,1,11,5,-1
2,14,1,1,12,4,-1
2,14,0,1,13,5,-1
3,13,0,1,13,4,-1
3,12,0,1,13,2,-1
3,11,0,1,13,1,-1
3,10,0,1,11,1,-1
3,9,0,1,9,1,-1
3,8,0,1,8,1,-1
3,7,0,1,7,0,-101
3,7,0,1,7,0,-101
