-844.9255213532653,0,7,25.379755973815918,-1008.0
-714.198850078903,1,14,32.38137984275818,-1015.0
-824.8023833194335,2,8,29.530179023742676,-1009.0
-844.9255213532653,3,7,19.051156044006348,-1008.0
-805.1823237364478,4,9,31.26493787765503,-1010.0
-930.7118593749999,5,3,12.900490999221802,-1004.0
-886.7329613183592,6,5,21.39473009109497,-1006.0
-930.7118593749999,7,3,11.750040054321289,-1004.0
-844.9255213532653,8,7,28.128459930419922,-1008.0
-805.1823237364478,9,9,36.855369091033936,-1010.0
-886.7329613183592,10,5,19.44866704940796,-1006.0
-865.5646372854002,11,6,18.857805013656616,-1007.0
-886.7329613183592,12,5,16.1877601146698,-1006.0
-749.2164103394115,13,12,43.5409779548645,-1013.0
-930.7118593749999,14,3,13.68535590171814,-1004.0
-886.7329613183592,15,5,19.758085012435913,-1006.0
-930.7118593749999,16,3,12.962281942367554,-1004.0
-886.7329613183592,17,5,17.909900903701782,-1006.0
-865.5646372854002,18,6,21.480995893478394,-1007.0
-844.9255213532653,19,7,22.461334943771362,-1008.0
-886.7329613183592,20,5,20.892101049423218,-1006.0
-886.7329613183592,21,5,22.163705110549927,-1006.0
