Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
1,8,0,1,1,1,-1
0,8,1,1,2,1,-1
0,8,2,0,3,1,-1
1,9,2,1,3,0,-1
0,9,3,0,4,0,-1
0,9,4,0,5,0,-1
0,9,5,1,5,1,-1
1,10,5,1,7,1,-1
1,11,5,1,8,2,-1
0,11,6,1,8,1,-1
1,12,6,1,8,0,-1
0,12,7,1,8,2,-1
0,12,8,1,8,4,-1
1,13,8,1,10,4,-1
0,13,9,1,11,4,-1
0,13,10,0,11,6,-1
3,12,10,0,11,7,-1
0,12,11,0,11,8,-1
3,11,11,0,12,8,-1
0,11,12,1,13,8,-1
3,10,12,1,13,9,-1
3,9,12,1,12,10,-1
0,9,13,1,11,11,-1
3,8,13,1,9,11,-1
0,8,14,1,9,13,-1
3,7,14,1,8,13,999
3,7,14,1,8,13,999
