Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,0,1,-1
0,5,2,1,1,-1
0,5,3,1,0,-1
3,4,3,2,0,-1
0,4,4,1,0,-1
0,4,5,2,0,-1
2,4,4,1,0,-1
0,4,5,0,0,-1
2,4,4,0,1,-1
0,4,5,1,1,-1
2,4,4,0,1,-1
1,5,4,0,2,-1
3,4,4,0,3,-1
1,5,4,0,4,-1
2,5,3,0,3,-1
0,5,4,0,4,-1
2,5,3,0,5,-1
0,5,4,0,6,-1
3,4,4,0,7,-1
0,4,5,0,6,-1
2,4,4,0,5,-1
2,4,3,0,6,-1
2,4,2,0,7,-1
1,5,2,0,6,-1
3,4,2,0,5,-1
0,4,3,0,6,-1
1,5,3,0,7,-1
1,6,3,0,6,-1
2,6,2,0,5,-1
2,6,1,0,4,-1
1,7,1,0,3,-1
0,7,2,0,4,-1
0,7,3,0,3,-1
1,8,3,0,2,-1
0,8,4,0,1,-1
3,7,4,1,1,-1
1,8,4,0,1,-1
1,9,4,0,0,-1
0,9,5,1,0,-1
0,9,6,1,1,-1
3,8,6,0,1,-1
0,8,7,0,0,-1
0,8,8,0,1,-1
3,7,8,0,0,-1
0,7,9,1,0,-1
0,7,10,2,0,-1
3,6,10,1,0,-1
3,5,10,2,0,999
3,5,10,2,0,999
