X,Y
1,9
2,9
3,7
5,3
14,1
2,8
4,7
3,8
6,3
6,2
14,0
6,5
5,7
5,6
5,2
3,9
5,5
2,7
"(0, 0)","(14, 8)","(12, 14)","(12, 7)","(9, 14)"
