-355.4470558699054,0,44,142.1699080467224,-1045.0
-767.4014465019607,1,11,20.541712045669556,-1012.0
-786.0527656430365,2,10,26.333451986312866,-1011.0
-844.9255213532653,3,7,18.06546401977539,-1008.0
-604.7032891732913,4,21,48.18900418281555,-1022.0
-731.4860000809261,5,13,33.733267068862915,-1014.0
-731.4860000809261,6,13,34.34064292907715,-1014.0
-478.3958903802845,7,31,101.4557089805603,-1032.0
-844.9255213532653,8,7,17.29952096939087,-1008.0
-767.4014465019607,9,11,26.902249097824097,-1012.0
-590.5857069439589,10,22,63.82591915130615,-1023.0
-714.198850078903,11,14,34.10517501831055,-1015.0
-767.4014465019607,12,11,33.237207889556885,-1012.0
-714.198850078903,13,14,29.20022201538086,-1015.0
-767.4014465019607,14,11,31.79365611076355,-1012.0
-436.17305743642794,15,35,96.19627499580383,-1036.0
-767.4014465019607,16,11,20.97129201889038,-1012.0
