Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-634.0337032723642,0,19,26.95074200630188,-1020.0
-930.7118593749999,1,3,7.375838994979858,-1004.0
-886.7329613183592,2,5,8.408307075500488,-1006.0
-930.7118593749999,3,3,7.7919371128082275,-1004.0
-930.7118593749999,4,3,7.271950960159302,-1004.0
-930.7118593749999,5,3,7.254029989242554,-1004.0
-886.7329613183592,6,5,8.85028886795044,-1006.0
-930.7118593749999,7,3,7.583843946456909,-1004.0
-749.2164103394115,8,12,17.714997053146362,-1013.0
-908.4440628906249,9,4,6.941179037094116,-1005.0
-930.7118593749999,10,3,6.623186111450195,-1004.0
-824.8023833194335,11,8,13.321369886398315,-1009.0
-953.550625,12,2,5.38672399520874,-1003.0
-664.8875248098508,13,17,20.997291088104248,-1018.0
-786.0527656430365,14,10,13.520009994506836,-1011.0
-930.7118593749999,15,3,6.594149827957153,-1004.0
-930.7118593749999,16,3,7.4620139598846436,-1004.0
-865.5646372854002,17,6,9.360043048858643,-1007.0
-590.5857069439589,18,22,29.345718145370483,-1023.0
-805.1823237364478,19,9,15.982668161392212,-1010.0
-714.198850078903,20,14,21.4850070476532,-1015.0
-886.7329613183592,21,5,11.2017240524292,-1006.0
-865.5646372854002,22,6,11.744659900665283,-1007.0
-805.1823237364478,23,9,14.789475202560425,-1010.0
-908.4440628906249,24,4,8.3387770652771,-1005.0
