Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-786.0527656430365,0,10,0.008152008056640625,-1011.0
-908.4440628906249,1,4,0.0024819374084472656,-1005.0
-865.5646372854002,2,6,0.0036110877990722656,-1007.0
-908.4440628906249,3,4,0.0026340484619140625,-1005.0
-844.9255213532653,4,7,0.004050016403198242,-1008.0
-930.7118593749999,5,3,0.002001047134399414,-1004.0
-749.2164103394115,6,12,0.006754159927368164,-1013.0
-844.9255213532653,7,7,0.004189014434814453,-1008.0
-865.5646372854002,8,6,0.003596067428588867,-1007.0
-976.975,9,1,0.0008959770202636719,-1002.0
-865.5646372854002,10,6,0.0035707950592041016,-1007.0
-976.975,11,1,0.0009441375732421875,-1002.0
-886.7329613183592,12,5,0.0030231475830078125,-1006.0
-930.7118593749999,13,3,0.0020661354064941406,-1004.0
-844.9255213532653,14,7,0.004063129425048828,-1008.0
-844.9255213532653,15,7,0.004001140594482422,-1008.0
-976.975,16,1,0.0009250640869140625,-1002.0
-976.975,17,1,0.0008990764617919922,-1002.0
-886.7329613183592,18,5,0.003033876419067383,-1006.0
-886.7329613183592,19,5,0.0029480457305908203,-1006.0
-908.4440628906249,20,4,0.0024750232696533203,-1005.0
-908.4440628906249,21,4,0.002337932586669922,-1005.0
-908.4440628906249,22,4,0.002407073974609375,-1005.0
-930.7118593749999,23,3,0.0020258426666259766,-1004.0
-865.5646372854002,24,6,0.003631114959716797,-1007.0
