Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,0,1,-1
1,7,0,2,1,-1
1,8,0,4,1,-1
1,9,0,5,1,-1
1,10,0,6,1,-1
0,10,1,6,2,-1
0,10,2,8,2,-1
0,10,3,8,3,-1
0,10,4,9,3,-1
0,10,5,10,4,-1
2,10,4,9,4,-1
3,9,4,8,3,-1
0,9,5,9,4,-1
2,9,4,8,3,-1
1,10,4,9,3,-1
0,10,5,9,4,-1
0,10,6,10,5,-1
2,10,5,9,5,-1
3,9,5,8,5,-1
3,8,5,7,4,-1
0,8,6,6,5,-1
0,8,7,7,5,-1
0,8,8,7,6,-1
3,7,8,6,6,-1
0,7,9,6,8,-1
0,7,10,6,9,-1
1,8,10,5,8,-1
3,7,10,6,9,-1
1,8,10,8,9,-1
3,7,10,7,9,-1
2,7,9,6,10,-1
1,8,9,7,9,-1
3,7,9,6,8,-1
0,7,10,7,9,-1
3,6,10,6,9,-1
3,5,10,5,9,999
3,5,10,5,9,999
