Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,12,2,0
0,7,1,0,12,3,-1
3,6,1,0,12,4,-1
1,7,1,0,11,4,-1
1,8,1,0,12,4,-1
3,7,1,0,11,4,-1
2,7,0,0,12,4,-1
1,8,0,0,11,4,-1
3,7,0,0,10,4,-1
0,7,1,0,10,5,-1
0,7,2,1,9,4,-1
2,7,1,1,8,4,-1
1,8,1,0,8,3,-1
1,9,1,0,7,2,-1
1,10,1,1,8,1,-1
2,10,0,1,9,1,-1
1,11,0,0,8,0,-1
1,12,0,1,8,1,-1
0,12,1,0,9,1,-1
0,12,2,0,10,0,-1
0,12,3,0,10,1,-1
0,12,4,0,10,0,-1
3,11,4,0,11,0,-1
3,10,4,0,12,0,-1
2,10,3,0,13,0,-1
3,9,3,0,12,0,-1
1,10,3,0,12,1,-1
0,10,4,0,12,2,-1
3,9,4,0,12,1,-1
1,10,4,0,12,2,-1
2,10,3,0,12,1,-1
3,9,3,0,13,1,-1
1,10,3,0,12,1,-1
3,9,3,0,12,2,-1
1,10,3,0,12,3,-1
0,10,4,1,11,4,-1
3,9,4,1,9,4,-101
3,9,4,1,9,4,-101
