Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,0,1,-1
3,4,1,0,0,-1
2,4,0,0,1,-1
0,4,1,0,2,-1
2,4,0,0,1,-1
1,5,0,1,1,-1
1,6,0,1,0,-1
3,5,0,0,0,-1
3,4,0,1,0,-1
1,5,0,0,0,-1
3,4,0,0,1,-1
1,5,0,1,1,-1
3,4,0,1,0,-1
0,4,1,1,1,-1
2,4,0,1,0,-1
1,5,0,1,1,-1
1,6,0,1,2,-1
3,5,0,1,3,-1
3,4,0,1,4,-1
0,4,1,2,3,-1
2,4,0,2,2,-1
1,5,0,3,2,-1
1,6,0,4,1,-1
1,7,0,4,1,-1
1,8,0,4,1,-1
1,9,0,5,1,-1
0,9,1,4,1,-1
0,9,2,6,1,-1
1,10,2,5,1,-1
0,10,3,6,1,-1
0,10,4,7,2,-1
0,10,5,8,2,-1
0,10,6,7,2,-1
0,10,7,7,3,-1
2,10,6,6,3,-1
0,10,7,6,2,-1
2,10,6,7,2,-1
0,10,7,7,3,-1
2,10,6,8,4,-1
0,10,7,8,5,-1
2,10,6,10,5,-1
2,10,5,9,4,-1
0,10,6,9,5,-1
0,10,7,10,5,-1
2,10,6,10,6,-1001
2,10,6,10,6,-1001
