Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
1,7,0,0,0,-1
0,7,1,2,0,-1
0,7,2,1,0,-1
0,7,3,2,0,-1
0,7,4,3,0,-1
2,7,3,4,0,-1
0,7,4,5,0,-1
0,7,5,6,0,-1
3,6,5,7,0,-1
0,6,6,7,1,-1
3,5,6,6,1,-1
3,4,6,7,1,-1
3,3,6,6,1,-1
3,2,6,7,1,-1
3,1,6,7,0,-1
1,2,6,7,1,-1
0,2,7,8,1,-1
2,2,6,7,1,-1
0,2,7,6,1,-1
0,2,8,7,1,-1
1,3,8,6,1,-1
3,2,8,7,1,-1
3,1,8,7,0,-1
0,1,9,8,0,-1
2,1,8,7,0,-1
0,1,9,7,1,-1
1,2,9,6,1,-1
2,2,8,7,1,-1
1,3,8,6,1,-1
0,3,9,7,1,-1
0,3,10,8,1,-1
1,4,10,8,2,-1
1,5,10,7,2,999
1,5,10,7,2,999
