Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
1,7,0,1,0,-1
1,8,0,1,1,-1
0,8,1,2,1,-1
0,8,2,3,1,-1
0,8,3,4,1,-1
3,7,3,3,1,-1
0,7,4,4,1,-1
3,6,4,4,0,-1
0,6,5,5,0,-1
3,5,5,6,0,-1
0,5,6,7,0,-1
0,5,7,8,0,-1
3,4,7,8,1,-1
3,3,7,7,1,-1
3,2,7,8,1,-1
1,3,7,7,1,-1
3,2,7,8,1,-1
0,2,8,8,0,-1
1,3,8,8,1,-1
2,3,7,7,1,-1
1,4,7,8,1,-1
3,3,7,7,1,-1
3,2,7,8,1,-1
0,2,8,7,1,-1
1,3,8,8,1,-1
2,3,7,7,1,-1
3,2,7,8,1,-1
3,1,7,8,0,-1
1,2,7,8,1,-1
1,3,7,7,1,-1
1,4,7,8,1,-1
3,3,7,7,1,-1
0,3,8,8,1,-1
0,3,9,7,2,-1
0,3,10,7,4,-1
1,4,10,7,4,-1
1,5,10,7,5,999
1,5,10,7,5,999
