Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,2,0,-1
1,6,1,4,0,-1
1,7,1,4,0,-1
2,7,0,3,0,-1
1,8,0,4,0,-1
1,9,0,3,0,-1
0,9,1,2,0,-1
0,9,2,2,1,-1
3,8,2,3,1,-1
3,7,2,4,1,-1
0,7,3,5,1,-1
0,7,4,4,1,-1
0,7,5,5,1,-1
2,7,4,6,1,-1
3,6,4,5,1,-1
3,5,4,6,1,-1
3,4,4,7,1,-1
2,4,3,8,1,-1
3,3,3,9,1,-1
3,2,3,9,2,-1
0,2,4,8,2,-1
1,3,4,9,2,-1
3,2,4,8,2,-1
3,1,4,9,2,-1
0,1,5,9,3,-1
2,1,4,8,3,-1
3,0,4,8,2,-1
1,1,4,9,2,-1
3,0,4,8,2,-1
0,0,5,9,2,-1
2,0,4,8,2,-1
0,0,5,9,2,-1
1,1,5,8,2,-1
2,1,4,8,3,-1
2,1,3,8,2,-1
3,0,3,8,3,-1
2,0,2,8,2,-1
0,0,3,7,2,-1
0,0,4,7,1,-1
0,0,5,8,1,-1
1,1,5,9,1,-1
3,0,5,9,0,-1
1,1,5,9,1,-1
3,0,5,9,2,-1
0,0,6,8,2,-1
2,0,5,9,2,-1
0,0,6,8,2,-1
0,0,7,8,1,-1
2,0,6,9,1,-1
1,1,6,9,2,-1
0,1,7,8,2,-1
0,1,8,9,2,-1
0,1,9,8,2,-1
2,1,8,9,2,-1
3,0,8,8,2,-1
1,1,8,9,2,-1
0,1,9,8,2,-1
3,0,9,8,3,-1
2,0,8,8,2,-1
0,0,9,9,2,-1
2,0,8,8,2,-1
0,0,9,9,2,-1
1,1,9,8,2,-1
2,1,8,9,2,-1
3,0,8,8,2,-1
1,1,8,9,2,-1
1,2,8,8,2,-1
1,3,8,9,2,-1
0,3,9,9,1,-1
0,3,10,9,2,-1
1,4,10,9,3,-1
1,5,10,8,4,999
1,5,10,8,4,999
