Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,10,14,0
3,6,0,0,9,14,-1
3,5,0,0,10,14,-1
0,5,1,0,10,13,-1
3,4,1,0,11,13,-1
0,4,2,0,11,12,-1
3,3,2,0,10,12,-1
2,3,1,0,10,13,-1
0,3,2,0,10,12,-1
3,2,2,0,10,11,-1
0,2,3,0,11,11,-1
2,2,2,0,12,11,-1
2,2,1,0,13,11,-1
3,1,1,0,13,12,-1
1,2,1,0,12,12,-1
0,2,2,0,11,12,-1
0,2,3,0,11,13,-1
0,2,4,0,11,14,-1
1,3,4,0,11,13,-1
3,2,4,0,11,14,-1
0,2,5,0,12,14,-1
2,2,4,0,11,14,-1
1,3,4,0,11,13,-1
1,4,4,0,11,14,-1
0,4,5,0,12,14,-1
2,4,4,0,13,14,-1
3,3,4,0,12,14,-1
0,3,5,0,11,14,-1
3,2,5,0,11,13,-1
1,3,5,0,10,13,-1
1,4,5,0,9,13,-1
0,4,6,0,10,13,-1
0,4,7,0,10,12,-1
1,5,7,0,10,11,-1
1,6,7,0,10,12,-1
0,6,8,0,11,12,-1
3,5,8,0,10,12,-1
1,6,8,0,11,12,-1
0,6,9,0,12,12,-1
0,6,10,0,13,12,-1
0,6,11,1,12,12,-1
1,7,11,1,11,12,-1
0,7,12,1,10,12,-1
0,7,13,1,10,13,-1
0,7,14,1,9,13,999
0,7,14,1,9,13,999
