Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,1,1,-1
1,7,1,1,2,-1
3,6,1,1,3,-1
2,6,0,0,3,-1
0,6,1,1,3,-1
2,6,0,1,2,-1
3,5,0,1,1,-1
1,6,0,1,0,-1
1,7,0,0,0,-1
3,6,0,1,0,-1
3,5,0,1,1,-1
0,5,1,1,0,-1
0,5,2,0,0,-1
2,5,1,1,0,-1
3,4,1,0,0,-1
2,4,0,1,0,-1
1,5,0,0,0,-1
3,4,0,1,0,-1
0,4,1,0,0,-1
1,5,1,0,1,-1
0,5,2,0,0,-1
1,6,2,1,0,-1
1,7,2,0,0,-1
1,8,2,1,0,-1
0,8,3,1,1,-1
2,8,2,0,1,-1
3,7,2,0,2,-1
1,8,2,1,2,-1
1,9,2,1,1,-1
3,8,2,2,1,-1
1,9,2,1,1,-1
0,9,3,2,1,-1
0,9,4,2,2,-1
1,10,4,2,3,-1
0,10,5,2,2,-1
3,9,5,2,1,-1
1,10,5,1,1,-1
3,9,5,0,1,-1
1,10,5,1,1,-1
0,10,6,1,2,-1
2,10,5,1,3,-1
0,10,6,1,4,-1
0,10,7,2,4,-1
2,10,6,3,4,-1
2,10,5,3,5,-1
2,10,4,2,5,-1
3,9,4,3,5,-1
2,9,3,4,5,-1
0,9,4,5,5,-1
2,9,3,6,5,-1
2,9,2,7,4,-1
3,8,2,7,2,-1
3,7,2,6,2,-1
3,6,2,5,2,-1
0,6,3,6,3,-1001
0,6,3,6,3,-1001
