Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-576.82106427036,0,23,43.662034034729004,-1024.0
-664.8875248098508,1,17,40.598771810531616,-1018.0
-805.1823237364478,2,9,16.876056909561157,-1010.0
-749.2164103394115,3,12,25.193220853805542,-1013.0
-619.1828606905551,4,20,43.32811999320984,-1021.0
-634.0337032723642,5,19,37.11970090866089,-1020.0
-767.4014465019607,6,11,24.673810958862305,-1012.0
746.4413141680927,7,11,22.95810294151306,988.0
-767.4014465019607,8,11,26.867865085601807,-1012.0
-844.9255213532653,9,7,15.335391998291016,-1008.0
-576.82106427036,10,23,46.88162088394165,-1024.0
-680.9102818562571,11,16,40.17820382118225,-1017.0
746.4413141680927,12,11,23.396440982818604,988.0
670.6974923009166,13,15,37.1471209526062,984.0
-680.9102818562571,14,16,31.954509019851685,-1017.0
218.1483841506599,15,55,135.2477970123291,944.0
-664.8875248098508,16,17,40.322429895401,-1018.0
-824.8023833194335,17,8,17.07538390159607,-1009.0
-266.97942029218035,18,57,145.182767868042,-1058.0
-604.7032891732913,19,21,56.44553208351135,-1022.0
-619.1828606905551,20,20,39.66989302635193,-1021.0
-886.7329613183592,21,5,11.317225933074951,-1006.0
570.5376872539538,22,21,56.99710512161255,978.0
-478.3958903802845,23,31,54.69423508644104,-1032.0
-731.4860000809261,24,13,35.17768979072571,-1014.0
