Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,4,13,0
1,8,0,1,4,12,-1
1,9,0,1,3,13,-1
3,8,0,1,3,12,-1
1,9,0,1,3,11,-1
1,10,0,1,3,10,-1
1,11,0,0,4,9,-1
0,11,1,0,5,9,-1
0,11,2,1,6,9,-1
1,12,2,1,6,8,-1
1,13,2,0,7,8,-1
0,13,3,0,9,7,-1
3,12,3,0,9,8,-1
0,12,4,0,9,7,-1
2,12,3,0,8,7,-1
2,12,2,1,8,6,-1
2,12,1,1,9,5,-1
1,13,1,1,10,5,-1
1,14,1,1,11,4,-1
2,14,0,1,11,2,-1
0,14,1,1,12,2,-1
2,14,0,1,12,1,-1
0,14,1,1,13,1,-1
0,14,2,1,12,2,-1
0,14,3,1,13,1,-1
0,14,4,1,14,2,-1
0,14,5,1,14,3,-1
0,14,6,1,13,4,-1
0,14,7,1,13,3,-1
3,13,7,1,13,4,-1
0,13,8,1,12,5,-1
3,12,8,1,12,6,-1
3,11,8,1,12,8,-1
0,11,9,1,11,8,-1
3,10,9,1,10,8,-1
3,9,9,1,9,9,-101
3,9,9,1,9,9,-101
