X,Y
7,0
7,1
7,2
7,3
8,3
9,3
10,3
11,3
12,3
12,4
12,5
12,6
12,7
13,7
13,8
13,9
12,9
11,9
10,9
10,10
9,10
9,11
9,12
9,13
8,13
7,13
7,14
