X,Y
8,8
7,8
7,7
6,7
5,7
4,7
4,8
0,4
0,3
0,2
0,3
0,4
0,5
0,6
1,6
2,6
3,6
2,6
3,6
2,6
2,7
6,2
5,2
5,6
8,1
6,5
6,6
9,9
