Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
0,6,1,4,0,-1
0,6,2,5,0,-1
1,7,2,6,0,-1
1,8,2,6,1,-1
2,8,1,5,1,-1
1,9,1,4,1,-1
3,8,1,5,1,-1
2,8,0,6,1,-1
0,8,1,6,0,-1
0,8,2,7,0,-1
0,8,3,8,0,-1
1,9,3,7,0,-1
0,9,4,8,0,-1
2,9,3,7,0,-1
0,9,4,8,0,-1
2,9,3,7,0,-1
3,8,3,8,0,-1
1,9,3,7,0,-1
1,10,3,8,0,-1
3,9,3,7,0,-1
0,9,4,6,0,-1
2,9,3,7,0,-1
0,9,4,8,0,-1
1,10,4,9,0,-1
0,10,5,9,1,-1
0,10,6,10,1,-1
3,9,6,10,2,-1
0,9,7,10,1,-1
0,9,8,10,2,-1
2,9,7,10,4,-1
0,9,8,10,5,-1
0,9,9,10,5,-1
1,10,9,10,6,-1
0,10,10,10,7,-1
3,9,10,10,8,-1
3,8,10,9,9,-1
1,9,10,9,10,-1001
1,9,10,9,10,-1001
