-176.7977002733703,0,77,1270.727303981781,-1078.0
-163.62242520239298,1,81,1179.928629875183,-1082.0
-525.1186952135492,2,27,329.3330099582672,-1028.0
-634.0337032723642,3,19,216.41945791244507,-1020.0
-191.37715321023015,4,73,911.5721919536591,-1074.0
-272.7994054278773,5,56,723.531996011734,-1057.0
-590.5857069439589,6,22,251.97324991226196,-1023.0
-157.5185679580248,7,83,990.9998829364777,-1084.0
-225.3631529758237,8,65,671.7413189411163,-1066.0
-489.63681064644567,9,30,192.24286794662476,-1031.0
-59.97236938027467,10,153,1707.7194089889526,-1154.0
-51.442769109869296,11,175,1797.1889939308167,-1176.0
-225.3631529758237,12,65,534.3628649711609,-1066.0
-456.7500932927579,13,33,234.33310294151306,-1034.0
-207.51043671232128,14,69,610.6522240638733,-1070.0
-347.5608794731577,15,45,324.0643079280853,-1046.0
-456.7500932927579,16,33,232.1543619632721,-1034.0
-170.04331382237262,17,79,666.3264410495758,-1080.0
-576.82106427036,18,23,135.55529403686523,-1024.0
-104.00549599863331,19,107,846.0452809333801,-1108.0
