Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,4,0,-1
0,7,1,5,0,-1
0,7,2,6,0,-1
0,7,3,6,1,-1
1,8,3,7,1,-1
1,9,3,8,2,-1
0,9,4,9,3,-1
2,9,3,8,2,-1
0,9,4,9,1,-1
0,9,5,8,2,-1
0,9,6,8,4,-1
1,10,6,9,5,-1
0,10,7,10,6,-1
2,10,6,9,6,-1
3,9,6,7,6,-1
2,9,5,8,6,-1
1,10,5,9,5,-1
3,9,5,8,4,-1
0,9,6,8,5,-1
0,9,7,9,6,-1
2,9,6,7,6,-1
1,10,6,9,6,-1
3,9,6,8,5,-1
0,9,7,9,6,-1
3,8,7,9,5,-1
0,8,8,9,6,-1
0,8,9,9,7,-1
3,7,9,8,8,-1
3,6,9,9,8,-1
0,6,10,9,9,-1
3,5,10,10,10,999
3,5,10,10,10,999
