X,Y
9,8
9,9
8,9
9,9
7,1
3,5
3,4
2,4
2,3
1,3
2,3
1,3
1,2
0,2
0,3
0,4
0,5
6,2
5,2
3,0
3,1
3,0
4,3
3,3
1,5
2,5
8,5
