Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
0,6,1,3,1,-1
2,6,0,3,0,-1
0,6,1,4,0,-1
0,6,2,5,1,-1
0,6,3,5,0,-1
1,7,3,5,1,-1
0,7,4,5,2,-1
1,8,4,6,2,-1
0,8,5,6,3,-1
0,8,6,6,4,-1
0,8,7,5,5,-1
1,9,7,6,5,-1
1,10,7,7,5,-1
2,10,6,6,5,-1
0,10,7,7,5,-1
2,10,6,8,5,-1
0,10,7,8,4,-1
0,10,8,8,5,-1
3,9,8,7,5,-1
2,9,7,7,6,-1
1,10,7,8,7,-1
2,10,6,10,7,-1
0,10,7,9,7,-1
3,9,7,10,7,-1
1,10,7,10,6,-1
2,10,6,10,7,-1
0,10,7,9,8,-1
2,10,6,10,7,-1
0,10,7,9,7,-1
3,9,7,8,7,-1
3,8,7,7,6,-1
0,8,8,6,5,-1
3,7,8,6,6,-1
0,7,9,6,7,-1
3,6,9,6,8,-1
3,5,9,5,8,-1
0,5,10,5,10,-1001
0,5,10,5,10,-1001
