Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,0,0,-1
0,6,2,1,0,-1
0,6,3,2,0,-1
0,6,4,3,0,-1
3,5,4,4,0,-1
3,4,4,5,0,-1
0,4,5,6,0,-1
1,5,5,6,1,-1
3,4,5,5,1,-1
0,4,6,6,1,-1
3,3,6,6,2,-1
0,3,7,6,1,-1
3,2,7,5,1,-1
0,2,8,6,1,-1
2,2,7,6,2,-1
0,2,8,6,1,-1
3,1,8,5,1,-1
2,1,7,6,1,-1
3,0,7,5,1,-1
0,0,8,6,1,-1
0,0,9,5,1,-1
1,1,9,6,1,-1
1,2,9,5,1,-1
3,1,9,6,1,-1
2,1,8,5,1,-1
3,0,8,6,1,-1
2,0,7,6,0,-1
0,0,8,6,1,-1
2,0,7,5,1,-1
2,0,6,6,1,-1
0,0,7,5,1,-1
1,1,7,6,1,-1
0,1,8,5,1,-1
3,0,8,6,1,-1
0,0,9,5,1,-1
1,1,9,6,1,-1
3,0,9,5,1,-1
1,1,9,6,1,-1
0,1,10,5,1,-1
1,2,10,4,1,-1
2,2,9,5,1,-1
3,1,9,6,1,-1
2,1,8,6,2,-1
1,2,8,6,3,-1
1,3,8,6,4,-1
1,4,8,6,5,-1
0,4,9,7,5,-1
0,4,10,6,5,-1
1,5,10,7,5,999
1,5,10,7,5,999
