Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,1,-1
0,5,2,3,1,-1
0,5,3,4,1,-1
1,6,3,4,1,-1
1,7,3,6,1,-1
0,7,4,5,1,-1
0,7,5,5,1,-1
1,8,5,6,2,-1
1,9,5,5,2,-1
1,10,5,7,2,-1
3,9,5,8,2,-1
2,9,4,7,2,-1
1,10,4,6,2,-1
0,10,5,7,2,-1
0,10,6,8,2,-1
2,10,5,7,2,-1
0,10,6,8,2,-1
0,10,7,8,1,-1
2,10,6,8,2,-1
2,10,5,7,2,-1
2,10,4,8,2,-1
2,10,3,7,2,-1
2,10,2,8,2,-1
2,10,1,7,2,-1
0,10,2,8,2,-1
2,10,1,7,2,-1
0,10,2,8,2,-1
0,10,3,7,2,-1
2,10,2,8,2,-1
0,10,3,8,1,-1
0,10,4,8,2,-1
2,10,3,7,2,-1
2,10,2,8,2,-1
0,10,3,8,1,-1
0,10,4,7,1,-1
2,10,3,7,2,-1
0,10,4,7,1,-1
0,10,5,7,2,-1
2,10,4,8,2,-1
0,10,5,7,2,-1
2,10,4,8,2,-1
0,10,5,8,1,-1
3,9,5,8,0,-1
1,10,5,8,1,-1
3,9,5,7,1,-1
1,10,5,7,2,-1
2,10,4,8,2,-1
2,10,3,8,1,-1
0,10,4,8,2,-1
0,10,5,7,2,-1
3,9,5,8,2,-1
2,9,4,8,1,-1
1,10,4,8,2,-1
2,10,3,7,2,-1
2,10,2,8,2,-1
0,10,3,7,2,-1
2,10,2,8,2,-1
0,10,3,8,1,-1
0,10,4,8,2,-1
0,10,5,7,2,-1
0,10,6,8,2,-1
2,10,5,7,2,-1
2,10,4,8,2,-1
0,10,5,7,2,-1
0,10,6,8,2,-1
2,10,5,8,1,-1
0,10,6,8,2,-1
2,10,5,7,2,-1
2,10,4,8,2,-1
0,10,5,7,2,-1
3,9,5,8,2,-1
1,10,5,7,2,-1
2,10,4,6,2,-1
2,10,3,5,2,-1
2,10,2,6,2,-1
2,10,1,7,2,-1
0,10,2,8,2,-1
0,10,3,8,1,-1
0,10,4,9,1,-1
3,9,4,10,1,-1
3,8,4,9,1,-1
3,7,4,10,1,-1
0,7,5,9,1,-1
0,7,6,10,1,-1
0,7,7,9,1,-1
0,7,8,10,1,-1
3,6,8,10,0,-1
0,6,9,10,1,-1
3,5,9,9,1,-1
0,5,10,8,1,999
0,5,10,8,1,999
