Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
433.9784912644283,0,31,150.52554607391357,968.0
-680.9102818562571,1,16,54.101425886154175,-1017.0
540.3923889457899,2,23,130.50966620445251,976.0
570.5376872539538,3,21,116.34391403198242,978.0
-824.8023833194335,4,8,59.12132692337036,-1009.0
-39.78272446637004,5,205,3615.769924879074,-206.0
602.2487176898924,6,19,111.44360303878784,980.0
570.5376872539538,7,21,116.32387614250183,978.0
484.49357370122544,8,27,260.93252897262573,972.0
602.2487176898924,9,19,112.5371630191803,980.0
-39.803650731329526,10,209,3602.3167860507965,-210.0
602.2487176898924,11,19,68.90310406684875,980.0
570.5376872539538,12,21,85.89232516288757,978.0
602.2487176898924,13,19,75.80505895614624,980.0
570.5376872539538,14,21,86.25345611572266,978.0
-39.95121535472915,15,264,3607.4976041316986,-265.0
602.2487176898924,16,19,61.287792921066284,980.0
-697.3438788269304,17,15,36.78806710243225,-1016.0
-39.914850597256645,18,242,3610.4240040779114,-243.0
540.3923889457899,19,23,56.34979200363159,976.0
-824.8023833194335,20,8,17.32203483581543,-1009.0
-824.8023833194335,21,8,11.309047937393188,-1009.0
433.9784912644283,22,31,75.96623206138611,968.0
570.5376872539538,23,21,59.56510806083679,978.0
570.5376872539538,24,21,51.1209671497345,978.0
