Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,0,2,-1
0,5,2,1,2,-1
0,5,3,2,2,-1
3,4,3,4,2,-1
3,3,3,3,2,-1
1,4,3,4,2,-1
3,3,3,3,2,-1
2,3,2,2,1,-1
0,3,3,2,2,-1
1,4,3,4,2,-1
2,4,2,3,2,-1
3,3,2,2,1,-1
1,4,2,3,1,-1
1,5,2,3,0,-1
2,5,1,3,0,-1
0,5,2,4,1,-1
0,5,3,5,2,-1
2,5,2,6,2,-1
1,6,2,5,1,-1
0,6,3,5,0,-1
0,6,4,5,1,-1
0,6,5,5,2,-1
1,7,5,5,3,-1
1,8,5,7,3,-1
0,8,6,7,5,-1
1,9,6,8,5,-1
1,10,6,9,5,-1
0,10,7,9,6,-1
0,10,8,10,7,-1
3,9,8,9,7,-1
2,9,7,8,7,-1
3,8,7,7,6,-1
1,9,7,8,6,-1
0,9,8,8,5,-1
0,9,9,7,4,-1
3,8,9,7,5,-1
0,8,10,7,6,-1
3,7,10,7,7,-1
3,6,10,7,9,-1
3,5,10,7,8,999
3,5,10,7,8,999
