Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
3,4,0,1,0,-1
0,4,1,2,0,-1
0,4,2,2,1,-1
1,5,2,3,1,-1
1,6,2,4,1,-1
1,7,2,5,1,-1
1,8,2,7,1,-1
1,9,2,9,1,-1
2,9,1,10,1,-1
0,9,2,9,1,-1
3,8,2,8,1,-1
0,8,3,8,2,-1
2,8,2,7,1,-1
0,8,3,6,1,-1
0,8,4,7,1,-1
2,8,3,7,1,-1
0,8,4,8,2,-1
1,9,4,8,2,-1
0,9,5,8,3,-1
0,9,6,9,4,-1
3,8,6,9,6,-1
1,9,6,8,7,-1
1,10,6,9,6,-1
3,9,6,8,7,-1
2,9,5,8,6,-1
2,9,4,9,6,-1
2,9,3,9,5,-1
1,10,3,9,4,-1
2,10,2,9,2,-1
3,9,2,8,2,-1
1,10,2,9,2,-1
3,9,2,8,3,-1
1,10,2,9,2,-1
3,9,2,10,3,-1
3,8,2,8,3,-1
0,8,3,9,4,-1
2,8,2,8,3,-1
0,8,3,8,3,-1001
0,8,3,8,3,-1001
