X,Y
7,0
7,1
8,1
8,2
8,3
8,4
8,5
8,6
8,7
8,8
7,8
6,8
5,8
4,8
4,9
3,9
3,10
3,11
4,11
5,11
6,11
7,11
7,12
7,13
7,14
