Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,14,1,0
0,7,1,0,14,2,-1
0,7,2,0,13,2,-1
3,6,2,0,12,2,-1
3,5,2,0,13,2,-1
0,5,3,0,14,2,-1
3,4,3,0,13,2,-1
3,3,3,0,14,2,-1
3,2,3,0,13,2,-1
1,3,3,0,13,3,-1
1,4,3,0,12,3,-1
3,3,3,0,12,2,-1
3,2,3,0,12,3,-1
3,1,3,0,12,4,-1
3,0,3,0,12,3,-1
2,0,2,0,12,2,-1
0,0,3,0,12,3,-1
2,0,2,0,12,4,-1
0,0,3,0,13,4,-1
1,1,3,0,13,3,-1
1,2,3,0,13,4,-1
1,3,3,0,13,3,-1
3,2,3,0,13,4,-1
3,1,3,0,12,4,-1
1,2,3,0,11,4,-1
3,1,3,1,11,5,-1
2,1,2,0,11,4,-1
1,2,2,0,11,5,-1
3,1,2,1,10,5,-1
2,1,1,0,10,4,-1
2,1,0,0,9,4,-1
0,1,1,1,9,3,-1
0,1,2,0,10,3,-1
1,2,2,0,9,3,-1
3,1,2,0,9,4,-1
1,2,2,0,8,4,-1
1,3,2,1,8,5,-1
2,3,1,0,9,5,-1
3,2,1,1,9,6,-1
2,2,0,0,10,6,-1
1,3,0,0,11,6,-1
3,2,0,0,11,7,-1
3,1,0,1,11,8,-1
3,0,0,1,9,8,-1
1,1,0,1,10,7,-1
3,0,0,1,9,8,-1
0,0,1,1,7,8,-1
2,0,0,1,6,7,-1
1,1,0,1,5,7,-1
3,0,0,1,5,5,-1
0,0,1,1,3,5,-1
2,0,0,1,3,4,-1
1,1,0,1,3,3,-1
3,0,0,1,2,3,-1
1,1,0,1,3,2,-1
3,0,0,1,2,2,-1
0,0,1,1,3,1,-1
0,0,2,1,2,1,-1
0,0,3,1,2,2,-1
0,0,4,1,3,2,-1
0,0,5,1,2,3,-1
0,0,6,1,2,4,-1
0,0,7,1,2,5,-1
0,0,8,1,2,7,-1
0,0,9,1,1,7,-1
0,0,10,1,0,8,-1
0,0,11,1,0,10,-1
1,1,11,1,1,11,-101
1,1,11,1,1,11,-101
