Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,14,1,0
0,7,1,0,14,2,-1
0,7,2,0,14,1,-1
3,6,2,0,13,1,-1
1,7,2,0,13,0,-1
3,6,2,0,13,1,-1
1,7,2,0,14,1,-1
3,6,2,0,14,2,-1
1,7,2,0,14,1,-1
2,7,1,0,13,1,-1
0,7,2,0,12,1,-1
3,6,2,0,13,1,-1
1,7,2,0,12,1,-1
3,6,2,0,11,1,-1
1,7,2,0,12,1,-1
3,6,2,0,11,1,-1
1,7,2,0,10,1,-1
2,7,1,1,10,0,-1
0,7,2,0,11,0,-1
1,8,2,0,12,0,-1
0,8,3,0,13,0,-1
0,8,4,0,14,0,-1
3,7,4,0,14,1,-1
3,6,4,0,14,0,-1
0,6,5,0,14,1,-1
0,6,6,0,13,1,-1
0,6,7,0,13,0,-1
2,6,6,0,13,1,-1
0,6,7,0,14,1,-1
1,7,7,0,13,0,-1
2,7,6,0,12,0,-1
3,6,6,0,11,0,-1
2,6,5,0,10,0,-1
2,6,4,0,9,0,-1
0,6,5,0,10,0,-1
0,6,6,0,9,0,-1
1,7,6,1,8,0,-1
1,8,6,0,7,0,-1
0,8,7,0,7,1,-1
0,8,8,0,7,0,-1
0,8,9,0,7,1,-1
2,8,8,0,7,2,-1
2,8,7,1,8,2,-1
1,9,7,1,8,3,-1
2,9,6,1,8,4,-1
1,10,6,1,8,3,-1
2,10,5,1,8,4,-1
0,10,6,1,8,4,-1
0,10,7,1,8,5,-1
0,10,8,1,9,6,-1
3,9,8,1,9,7,-1
1,10,8,1,10,7,-1
1,11,8,1,11,8,-101
1,11,8,1,11,8,-101
