X,Y
7,0
7,1
8,1
9,1
9,2
10,2
11,2
12,2
12,3
12,4
11,4
10,4
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
8,11
8,12
7,12
7,13
7,14
