Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
540.3923889457899,0,23,20.424118041992188,976.0
-550.3155242220109,1,25,15.105488061904907,-1026.0
458.59670349972737,2,29,24.46902108192444,970.0
707.610774281043,3,13,7.907679080963135,986.0
-664.8875248098508,4,17,12.099711179733276,-1018.0
-467.43599312077737,5,32,15.46615195274353,-1033.0
-824.8023833194335,6,8,4.053828954696655,-1009.0
540.3923889457899,7,23,17.948259830474854,976.0
-634.0337032723642,8,19,7.028156042098999,-1020.0
484.49357370122544,9,27,11.194790840148926,972.0
-865.5646372854002,10,6,3.188462972640991,-1007.0
347.075389788213,11,39,17.640751838684082,960.0
433.9784912644283,12,31,23.496596097946167,968.0
-664.8875248098508,13,17,11.383251905441284,-1018.0
-731.4860000809261,14,13,7.983072996139526,-1014.0
484.49357370122544,15,27,17.732607126235962,972.0
-501.1659596373802,16,29,17.615350008010864,-1030.0
-550.3155242220109,17,25,11.994699954986572,-1026.0
-731.4860000809261,18,13,5.343301057815552,-1014.0
367.17989721311034,19,37,30.222827911376953,962.0
-563.4005376636011,20,24,17.734848976135254,-1025.0
-714.198850078903,21,14,5.635491847991943,-1015.0
-749.2164103394115,22,12,5.25341796875,-1013.0
-576.82106427036,23,23,7.055415868759155,-1024.0
540.3923889457899,24,23,8.184103012084961,976.0
