Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
1,7,0,3,0,-1
0,7,1,4,0,-1
1,8,1,6,0,-1
0,8,2,7,1,-1
1,9,2,8,1,-1
0,9,3,9,2,-1
2,9,2,10,2,-1
1,10,2,9,1,-1
0,10,3,9,2,-1
0,10,4,10,3,-1
2,10,3,9,2,-1
0,10,4,9,3,-1
0,10,5,8,2,-1
0,10,6,8,4,-1
0,10,7,9,5,-1
0,10,8,8,5,-1
3,9,8,8,7,-1
1,10,8,8,8,-1
2,10,7,9,8,-1
2,10,6,9,7,-1
2,10,5,9,6,-1
2,10,4,9,4,-1
3,9,4,8,3,-1
1,10,4,9,3,-1
0,10,5,8,4,-1
0,10,6,9,4,-1
0,10,7,9,5,-1
0,10,8,9,5,-1
3,9,8,9,7,-1
0,9,9,9,8,-1
0,9,10,9,9,-1
3,8,10,8,9,-1
3,7,10,7,10,-1001
3,7,10,7,10,-1001
