Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,2,0,-1
1,6,1,2,1,-1
0,6,2,3,1,-1
0,6,3,4,1,-1
0,6,4,5,1,-1
3,5,4,6,1,-1
3,4,4,5,1,-1
0,4,5,6,1,-1
0,4,6,5,1,-1
3,3,6,6,1,-1
3,2,6,5,1,-1
3,1,6,6,1,-1
3,0,6,6,0,-1
2,0,5,6,1,-1
1,1,5,5,1,-1
0,1,6,6,1,-1
2,1,5,5,1,-1
3,0,5,6,1,-1
0,0,6,6,0,-1
0,0,7,6,1,-1
1,1,7,5,1,-1
3,0,7,6,1,-1
0,0,8,5,1,-1
0,0,9,6,1,-1
0,0,10,5,1,-1
2,0,9,4,1,-1
1,1,9,5,1,-1
0,1,10,5,0,-1
2,1,9,4,0,-1
1,2,9,5,0,-1
3,1,9,5,1,-1
0,1,10,6,1,-1
2,1,9,5,1,-1
1,2,9,6,1,-1
1,3,9,5,1,-1
1,4,9,5,0,-1
0,4,10,6,0,-1
1,5,10,5,1,999
1,5,10,5,1,999
