Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
0,5,1,1,0,-1
2,5,0,2,0,-1
3,4,0,2,1,-1
1,5,0,2,2,-1
3,4,0,3,2,-1
1,5,0,4,2,-1
1,6,0,4,1,-1
1,7,0,4,3,-1
1,8,0,4,2,-1
1,9,0,5,2,-1
3,8,0,5,1,-1
1,9,0,6,1,-1
1,10,0,6,0,-1
0,10,1,7,0,-1
0,10,2,6,0,-1
3,9,2,7,0,-1
1,10,2,6,0,-1
3,9,2,7,0,-1
0,9,3,6,0,-1
2,9,2,7,0,-1
3,8,2,6,0,-1
1,9,2,7,0,-1
0,9,3,6,0,-1
1,10,3,7,0,-1
2,10,2,6,0,-1
0,10,3,7,0,-1
2,10,2,6,0,-1
3,9,2,7,0,-1
1,10,2,8,0,-1
0,10,3,7,0,-1
0,10,4,6,0,-1
2,10,3,7,0,-1
0,10,4,6,0,-1
0,10,5,7,0,-1
3,9,5,6,0,-1
1,10,5,7,0,-1
0,10,6,6,0,-1
3,9,6,4,0,-1
0,9,7,5,1,-1
0,9,8,5,2,-1
0,9,9,5,1,-1
3,8,9,5,3,-1
0,8,10,5,4,-1
2,8,9,5,6,-1
1,9,9,6,6,-1
3,8,9,6,7,-1
0,8,10,7,8,-1
3,7,10,6,9,-1
3,6,10,6,10,-1001
3,6,10,6,10,-1001
