Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
1,7,0,3,0,-1
1,8,0,4,0,-1
1,9,0,4,2,-1
1,10,0,4,1,-1
0,10,1,5,1,-1
0,10,2,4,1,-1
0,10,3,5,1,-1
0,10,4,6,1,-1
2,10,3,7,1,-1
0,10,4,6,1,-1
3,9,4,7,1,-1
1,10,4,7,2,-1
3,9,4,7,1,-1
1,10,4,7,0,-1
3,9,4,8,0,-1
2,9,3,9,0,-1
0,9,4,8,0,-1
2,9,3,9,0,-1
0,9,4,8,0,-1
2,9,3,9,0,-1
0,9,4,8,0,-1
2,9,3,7,0,-1
0,9,4,8,0,-1
1,10,4,9,0,-1
2,10,3,8,0,-1
0,10,4,9,0,-1
2,10,3,8,0,-1
3,9,3,9,0,-1
0,9,4,8,0,-1
1,10,4,9,0,-1
2,10,3,8,0,-1
0,10,4,9,0,-1
3,9,4,8,0,-1
1,10,4,9,0,-1
3,9,4,8,0,-1
1,10,4,9,0,-1
3,9,4,8,0,-1
2,9,3,7,0,-1
1,10,3,8,0,-1
3,9,3,9,0,-1
0,9,4,8,0,-1
2,9,3,9,0,-1
2,9,2,10,0,-1
0,9,3,10,2,-1
0,9,4,9,3,-1
1,10,4,10,4,-1001
1,10,4,10,4,-1001
