Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-930.7118593749999,0,3,0.11948800086975098,-1004.0
-865.5646372854002,1,6,0.08542203903198242,-1007.0
-908.4440628906249,2,4,0.11078882217407227,-1005.0
-908.4440628906249,3,4,0.11894893646240234,-1005.0
-908.4440628906249,4,4,0.04786205291748047,-1005.0
-908.4440628906249,5,4,0.12011098861694336,-1005.0
-908.4440628906249,6,4,0.05011296272277832,-1005.0
-930.7118593749999,7,3,0.057019948959350586,-1004.0
-824.8023833194335,8,8,0.12241387367248535,-1009.0
-930.7118593749999,9,3,0.0549321174621582,-1004.0
-824.8023833194335,10,8,0.21905088424682617,-1009.0
-908.4440628906249,11,4,0.06915712356567383,-1005.0
-908.4440628906249,12,4,0.06259894371032715,-1005.0
-930.7118593749999,13,3,0.0518491268157959,-1004.0
-865.5646372854002,14,6,0.07906484603881836,-1007.0
-908.4440628906249,15,4,0.04821014404296875,-1005.0
-767.4014465019607,16,11,0.1312551498413086,-1012.0
-865.5646372854002,17,6,0.08120298385620117,-1007.0
-767.4014465019607,18,11,0.14044809341430664,-1012.0
-844.9255213532653,19,7,0.09692692756652832,-1008.0
-844.9255213532653,20,7,0.12037205696105957,-1008.0
-697.3438788269304,21,15,0.19936704635620117,-1016.0
-824.8023833194335,22,8,0.10219001770019531,-1009.0
-865.5646372854002,23,6,0.09824991226196289,-1007.0
-930.7118593749999,24,3,0.06421184539794922,-1004.0
