Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-697.3438788269304,0,15,0.6148760318756104,-1016.0
-714.198850078903,1,14,0.21908998489379883,-1015.0
-767.4014465019607,2,11,0.15906596183776855,-1012.0
-749.2164103394115,3,12,0.28252601623535156,-1013.0
-953.550625,4,2,0.04816889762878418,-1003.0
-886.7329613183592,5,5,0.1104118824005127,-1006.0
-930.7118593749999,6,3,0.04327583312988281,-1004.0
-865.5646372854002,7,6,0.19845294952392578,-1007.0
-908.4440628906249,8,4,0.057003021240234375,-1005.0
-930.7118593749999,9,3,0.05816388130187988,-1004.0
484.49357370122544,10,27,0.49756407737731934,972.0
-824.8023833194335,11,8,0.16272997856140137,-1009.0
-908.4440628906249,12,4,0.05747389793395996,-1005.0
-908.4440628906249,13,4,0.0754539966583252,-1005.0
-824.8023833194335,14,8,0.11943387985229492,-1009.0
-886.7329613183592,15,5,0.06378388404846191,-1006.0
-786.0527656430365,16,10,0.23874616622924805,-1011.0
-865.5646372854002,17,6,0.11592507362365723,-1007.0
-908.4440628906249,18,4,0.07480502128601074,-1005.0
433.9784912644283,19,31,0.9877710342407227,968.0
-886.7329613183592,20,5,0.12083911895751953,-1006.0
-824.8023833194335,21,8,0.1637248992919922,-1009.0
-908.4440628906249,22,4,0.06499910354614258,-1005.0
511.7355147415915,23,25,0.6190249919891357,974.0
-908.4440628906249,24,4,0.05705690383911133,-1005.0
