Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-749.2164103394115,0,12,0.22364091873168945,-1013.0
-537.5576361164607,1,26,0.6792018413543701,-1027.0
-714.198850078903,2,14,0.21155595779418945,-1015.0
-865.5646372854002,3,6,0.12266087532043457,-1007.0
-786.0527656430365,4,10,0.16522717475891113,-1011.0
-731.4860000809261,5,13,0.3406660556793213,-1014.0
-786.0527656430365,6,10,0.18669891357421875,-1011.0
-865.5646372854002,7,6,0.18344807624816895,-1007.0
-865.5646372854002,8,6,0.11956501007080078,-1007.0
-731.4860000809261,9,13,0.33815598487854004,-1014.0
-824.8023833194335,10,8,0.40525007247924805,-1009.0
-749.2164103394115,11,12,0.23045921325683594,-1013.0
-824.8023833194335,12,8,0.18094205856323242,-1009.0
-844.9255213532653,13,7,0.2154369354248047,-1008.0
-805.1823237364478,14,9,0.17701387405395508,-1010.0
-786.0527656430365,15,10,0.39185404777526855,-1011.0
-576.82106427036,16,23,0.8872711658477783,-1024.0
-714.198850078903,17,14,0.34293603897094727,-1015.0
-886.7329613183592,18,5,0.14611291885375977,-1006.0
388.3286229723712,19,35,2.4200868606567383,964.0
-930.7118593749999,20,3,0.07688379287719727,-1004.0
-714.198850078903,21,14,0.502532958984375,-1015.0
-355.4470558699054,22,44,2.401258945465088,-1045.0
-886.7329613183592,23,5,0.10640096664428711,-1006.0
-805.1823237364478,24,9,0.2821688652038574,-1010.0
