Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
3,4,0,2,0,-1
1,5,0,3,0,-1
0,5,1,5,0,-1
1,6,1,5,2,-1
2,6,0,4,3,-1
1,7,0,3,2,-1
0,7,1,3,3,-1
1,8,1,4,3,-1
0,8,2,4,4,-1
1,9,2,4,5,-1
2,9,1,4,4,-1
2,9,0,3,4,-1
0,9,1,4,4,-1
0,9,2,4,3,-1
0,9,3,3,3,-1
3,8,3,4,3,-1
0,8,4,4,2,-1
1,9,4,5,2,-1
3,8,4,4,2,-1
3,7,4,5,2,-1
1,8,4,5,1,-1
0,8,5,6,1,-1
1,9,5,7,1,-1
3,8,5,6,1,-1
0,8,6,7,1,-1
0,8,7,6,1,-1
0,8,8,7,1,-1
1,9,8,6,1,-1
0,9,9,7,1,-1
1,10,9,8,1,-1
3,9,9,8,2,-1
1,10,9,8,3,-1
0,10,10,8,4,-1
3,9,10,8,5,-1
1,10,10,8,7,-1
2,10,9,9,7,-1
2,10,8,10,7,-1
3,9,8,9,7,-1
0,9,9,9,8,-1
3,8,9,8,8,-1
0,8,10,8,8,-1
1,9,10,8,8,-1
1,10,10,8,7,-1
2,10,9,9,7,-1
3,9,9,9,9,-1001
3,9,9,9,9,-1001
