Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,2,0,-1
0,6,1,3,0,-1
1,7,1,5,0,-1
1,8,1,6,0,-1
2,8,0,6,1,-1
1,9,0,7,1,-1
1,10,0,6,2,-1
0,10,1,7,2,-1
2,10,0,8,2,-1
3,9,0,8,1,-1
1,10,0,8,0,-1
0,10,1,9,0,-1
0,10,2,10,0,-1
0,10,3,10,1,-1
0,10,4,10,3,-1
2,10,3,10,5,-1
2,10,2,10,3,-1
0,10,3,9,3,-1
3,9,3,10,4,-1
2,9,2,9,3,-1
1,10,2,9,2,-1
3,9,2,8,2,-1
3,8,2,7,1,-1
0,8,3,6,1,-1
0,8,4,6,2,-1
0,8,5,6,3,-1
0,8,6,6,4,-1
0,8,7,6,5,-1
0,8,8,7,5,-1
0,8,9,7,4,-1
2,8,8,7,6,-1
0,8,9,6,6,-1
3,7,9,6,8,-1
0,7,10,7,8,-1
3,6,10,6,8,-1
3,5,10,6,9,999
3,5,10,6,9,999
