Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,3,0,-1
1,7,1,5,0,-1
1,8,1,6,1,-1
2,8,0,8,1,-1
0,8,1,7,1,-1
3,7,1,6,1,-1
3,6,1,5,0,-1
1,7,1,6,1,-1
3,6,1,5,0,-1
1,7,1,6,0,-1
1,8,1,6,1,-1
2,8,0,7,1,-1
1,9,0,8,0,-1
3,8,0,10,0,-1
0,8,1,9,0,-1
0,8,2,8,0,-1
1,9,2,8,1,-1
1,10,2,8,0,-1
0,10,3,8,1,-1
0,10,4,9,2,-1
0,10,5,9,3,-1
0,10,6,8,3,-1
0,10,7,7,2,-1
2,10,6,7,1,-1
0,10,7,7,3,-1
2,10,6,8,3,-1
0,10,7,8,4,-1
0,10,8,8,5,-1
3,9,8,8,4,-1
3,8,8,8,6,-1
0,8,9,8,8,-1
0,8,10,8,10,-1001
0,8,10,8,10,-1001
