Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,2,0,-1
1,7,1,4,0,-1
1,8,1,6,0,-1
2,8,0,5,0,-1
1,9,0,6,0,-1
3,8,0,6,1,-1
1,9,0,7,1,-1
1,10,0,8,0,-1
0,10,1,9,0,-1
0,10,2,10,0,-1
0,10,3,10,1,-1
0,10,4,10,2,-1
0,10,5,10,4,-1
2,10,4,9,4,-1
3,9,4,8,4,-1
3,8,4,7,3,-1
0,8,5,7,4,-1
0,8,6,8,5,-1
2,8,5,9,4,-1
3,7,5,7,4,-1
2,7,4,6,3,-1
0,7,5,6,4,-1
0,7,6,7,5,-1
2,7,5,6,4,-1
0,7,6,7,5,-1
2,7,5,6,5,-1
3,6,5,5,4,-1
0,6,6,5,5,-1
0,6,7,5,6,-1
0,6,8,6,7,-1
0,6,9,6,9,-1001
0,6,9,6,9,-1001
