Action,Agent X,Agent Y,Predator X,Predator Y,Reward
-1,5,0,0,0,0
1,6,0,1,0,-1
0,6,1,2,0,-1
1,7,1,3,0,-1
1,8,1,5,0,-1
2,8,0,6,0,-1
1,9,0,6,1,-1
1,10,0,6,0,-1
0,10,1,6,1,-1
2,10,0,8,1,-1
0,10,1,8,0,-1
0,10,2,9,0,-1
3,9,2,10,0,-1
3,8,2,9,0,-1
0,8,3,8,0,-1
1,9,3,8,2,-1
0,9,4,8,3,-1
1,10,4,10,3,-1
2,10,3,9,3,-1
3,9,3,8,3,-1
3,8,3,7,3,-1
3,7,3,6,2,-1
0,7,4,7,3,-1
2,7,3,6,3,-1
3,6,3,5,3,-1
0,6,4,6,3,-1
2,6,3,5,3,-1
3,5,3,4,2,-1
0,5,4,5,3,-1
1,6,4,6,3,-1
2,6,3,5,3,-1
3,5,3,4,2,-1
0,5,4,5,3,-1
2,5,3,4,3,-1
3,4,3,3,3,-1
3,3,3,2,3,-1
3,2,3,2,3,-1001
3,2,3,2,3,-1001
