Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,2,13,0
1,8,0,0,2,11,-1
1,9,0,0,1,11,-1
1,10,0,0,1,9,-1
3,9,0,0,2,9,-1
1,10,0,1,3,9,-1
1,11,0,1,3,8,-1
1,12,0,0,4,8,-1
0,12,1,0,5,10,-1
1,13,1,0,6,10,-1
3,12,1,0,6,9,-1
0,12,2,0,6,8,-1
3,11,2,0,6,7,-1
3,10,2,0,6,6,-1
0,10,3,0,7,6,-1
3,9,3,0,7,5,-1
2,9,2,1,7,4,-1
3,8,2,1,7,3,-1
2,8,1,1,7,2,-1
1,9,1,1,8,2,-1
1,10,1,1,9,2,-1
1,11,1,1,10,2,-1
1,12,1,1,11,1,-1
1,13,1,1,12,1,-1
0,13,2,1,13,0,-1
0,13,3,1,12,1,-1
1,14,3,1,11,1,-1
0,14,4,1,10,2,-1
0,14,5,1,11,2,-1
0,14,6,0,11,1,-1
2,14,5,1,11,2,-1
0,14,6,0,11,3,-1
0,14,7,0,12,3,-1
2,14,6,0,12,2,-1
2,14,5,1,12,3,-1
2,14,4,1,13,3,-1
0,14,5,1,13,4,-1
2,14,4,1,14,4,-101
2,14,4,1,14,4,-101
