Discounted Return,Simulation,Steps Alive,Time,Undiscounted Return
-930.7118593749999,0,3,1.5617458820343018,-1004.0
-824.8023833194335,1,8,4.916208028793335,-1009.0
-805.1823237364478,2,9,6.314626932144165,-1010.0
-930.7118593749999,3,3,3.1779098510742188,-1004.0
-886.7329613183592,4,5,4.480832099914551,-1006.0
-844.9255213532653,5,7,4.5211710929870605,-1008.0
-731.4860000809261,6,13,7.307630777359009,-1014.0
-824.8023833194335,7,8,5.044004917144775,-1009.0
-805.1823237364478,8,9,5.3138511180877686,-1010.0
-886.7329613183592,9,5,4.79731011390686,-1006.0
-865.5646372854002,10,6,4.583310127258301,-1007.0
-930.7118593749999,11,3,3.0800259113311768,-1004.0
-930.7118593749999,12,3,3.1077818870544434,-1004.0
-824.8023833194335,13,8,5.179402112960815,-1009.0
-844.9255213532653,14,7,5.629724025726318,-1008.0
-953.550625,15,2,2.431387186050415,-1003.0
-697.3438788269304,16,15,9.102910995483398,-1016.0
-908.4440628906249,17,4,3.6511199474334717,-1005.0
-886.7329613183592,18,5,2.949491024017334,-1006.0
-930.7118593749999,19,3,1.8242530822753906,-1004.0
-865.5646372854002,20,6,4.510144948959351,-1007.0
-930.7118593749999,21,3,2.744709014892578,-1004.0
-886.7329613183592,22,5,3.790005922317505,-1006.0
-844.9255213532653,23,7,4.326437950134277,-1008.0
-930.7118593749999,24,3,3.0072789192199707,-1004.0
