Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,0,0,0
3,6,0,0,1,0,-1
1,7,0,0,0,0,-1
0,7,1,0,1,0,-1
0,7,2,0,0,0,-1
0,7,3,0,0,1,-1
0,7,4,0,1,1,-1
0,7,5,0,1,0,-1
0,7,6,1,1,1,-1
3,6,6,0,3,1,-1
3,5,6,0,3,0,-1
1,6,6,0,3,1,-1
0,6,7,0,3,0,-1
0,6,8,0,3,1,-1
0,6,9,0,3,0,-1
0,6,10,0,3,1,-1
0,6,11,0,2,1,-1
1,7,11,0,2,2,-1
0,7,12,0,1,2,-1
0,7,13,0,1,3,-1
2,7,12,0,0,3,-1
2,7,11,0,0,4,-1
0,7,12,0,0,5,-1
0,7,13,0,1,5,-1
3,6,13,0,1,6,-1
3,5,13,0,1,7,-1
0,5,14,0,2,7,-1
1,6,14,0,3,7,-1
2,6,13,0,4,7,-1
1,7,13,0,4,8,-1
0,7,14,0,4,7,999
0,7,14,0,4,7,999
