X,Y
0,5
0,6
0,7
0,8
1,8
1,7
2,7
2,6
1,6
1,5
2,5
1,5
0,5
0,6
0,5
0,4
1,4
2,4
3,4
4,4
4,3
4,2
5,2
6,2
5,2
4,2
8,6
0,9
1,9
3,9
