-886.7329613183592,0,5,23.179636001586914,-1006.0
-824.8023833194335,1,8,25.84593677520752,-1009.0
-786.0527656430365,2,10,25.181145906448364,-1011.0
-886.7329613183592,3,5,24.84598398208618,-1006.0
-930.7118593749999,4,3,15.150620937347412,-1004.0
-930.7118593749999,5,3,20.385540008544922,-1004.0
-886.7329613183592,6,5,15.438889026641846,-1006.0
-930.7118593749999,7,3,15.533211946487427,-1004.0
-865.5646372854002,8,6,23.821744918823242,-1007.0
-930.7118593749999,9,3,17.019211053848267,-1004.0
-930.7118593749999,10,3,15.896103858947754,-1004.0
-697.3438788269304,11,15,54.89617705345154,-1016.0
-664.8875248098508,12,17,48.4360511302948,-1018.0
-886.7329613183592,13,5,22.01121687889099,-1006.0
-886.7329613183592,14,5,21.492648124694824,-1006.0
-844.9255213532653,15,7,17.60558295249939,-1008.0
